Date,Cases,Deaths,Tests,Cases/Population,Diff Cases/Population,Deaths/Cases,Tests/Cases
2021-04-09,1053999.0,23236.0,28725342.0,2.803934557063049,0.024650172918329716,2.2045561713056654,2725.3671018663204
2021-04-10,1061369.0,23270.0,28876246.0,2.823540835328545,0.01960627826549599,2.192451447140438,2720.66039238003
2021-04-11,1069041.0,23294.0,29017883.0,2.843950518754988,0.020409683426442893,2.1789622661806236,2714.3844810442256
2021-04-12,1079582.0,23336.0,29147591.0,2.871992551210428,0.028042032455440236,2.161577351234089,2699.8959782582515
2021-04-13,1087048.0,23370.0,29257856.0,2.891854216546954,0.019861665336526002,2.1498590678608487,2691.4962356768056
2021-04-14,1096000.0,23428.0,29364607.0,2.9156690609204574,0.02381484437350334,2.1375912408759126,2679.25246350365
2021-04-15,1105778.0,23482.0,29498439.0,2.941681298217611,0.02601223729715363,2.1235727243623947,2667.663762527379
2021-04-16,1115036.0,23531.0,29658759.0,2.966310188880021,0.02462889066240992,2.1103354510527015,2659.8925057128204
2021-04-17,1122116.0,23572.0,29810138.0,2.985144985368449,0.01883479648842812,2.1006740836063296,2656.6003871257517
2021-04-18,1130006.0,23611.0,29950139.0,3.006134610268689,0.0209896249002397,2.0894579320817765,2650.440705624572
2021-04-19,1140322.0,23649.0,30073460.0,3.0335780792764035,0.02744346900771477,2.0738879018382526,2637.2778916832262
2021-04-20,1147636.0,23698.0,30175632.0,3.0530353817504654,0.019457302474061855,2.064940451502044,2629.373076480696
2021-04-21,1155855.0,23761.0,30281436.0,3.074900239425379,0.02186485767491364,2.0557076795964893,2619.829995977004
2021-04-22,1164756.0,23810.0,30418457.0,3.098579409417398,0.023679169992019133,2.0442049665337634,2611.5733252286313
2021-04-23,1173220.0,23870.0,30559306.0,3.121096036179835,0.022516626762437042,2.034571521112835,2604.7379008199655
2021-04-24,1180681.0,23912.0,30705297.0,3.1409444001064117,0.019848363926576518,2.025271855818803,2600.6429340355267
2021-04-25,1187484.0,23950.0,30840738.0,3.1590422984836395,0.01809789837722775,2.0168692799229295,2597.149772123246
2021-04-26,1196400.0,24011.0,30960379.0,3.1827613727055066,0.023719074221867142,2.0069374791039785,2587.7949682380477
2021-04-27,1203429.0,24048.0,31064387.0,3.2014604948124505,0.01869912210694391,1.9982898866489007,2581.322786803376
2021-04-28,1211651.0,24110.0,31173221.0,3.2233333333333336,0.021872838520883064,1.9898469113630906,2572.7887815880977
2021-04-29,1220914.0,24165.0,31325175.0,3.2479755254056926,0.02464219207235896,1.9792548860935333,2565.715111793296
2021-04-30,1229305.0,24220.0,31479292.0,3.270297951582868,0.02232242617717528,1.9702189448509524,2560.7389541244847
2021-05-01,1235669.0,24245.0,31629802.0,3.2872279861665334,0.0169300345836656,1.9620950270663098,2559.730963550918
2021-05-02,1241406.0,24269.0,31756698.0,3.302490023942538,0.015262037776004433,1.9549607461217362,2558.1234503458177
2021-05-03,1252391.0,24334.0,31897888.0,3.3317132216014897,0.02922319765895187,1.9430034230523852,2546.9592164108494
2021-05-04,1259137.0,24400.0,32009489.0,3.3496594839052944,0.017946262303804694,1.937835199823371,2542.176824285205
2021-05-05,1266916.0,24437.0,32127668.0,3.3703538175046552,0.020694333599360792,1.9288571618007824,2535.8956710626435
2021-05-06,1275006.0,24479.0,32266260.0,3.391875498802873,0.021521681298217743,1.9199125337449392,2530.675149764001
2021-05-07,1282734.0,24523.0,32408919.0,3.4124341580207505,0.020558659217877473,1.9117759410758581,2526.5502434643504
2021-05-08,1288676.0,24554.0,32549753.0,3.428241553604682,0.015807395583931516,1.9053664381116744,2525.829067973641
2021-05-09,1294120.0,24577.0,32656754.0,3.442724128757648,0.014482575152966248,1.8991283652211544,2523.4718573238956
2021-05-10,1302993.0,24660.0,32746783.0,3.4663288108539505,0.023604682096302287,1.8925658081048784,2513.1971545510987
2021-05-11,1308541.0,24693.0,32867352.0,3.4810880553338657,0.014759244479915168,1.8870635310624582,2511.7556117844224
2021-05-12,1315211.0,24755.0,33001128.0,3.4988321362064383,0.01774408087257262,1.8822074937025313,2509.188867793837
2021-05-13,1321104.0,24802.0,33130218.0,3.514509177972865,0.015677041766426925,1.8773692305829064,2507.767594375613
2021-05-14,1327839.0,24857.0,33260624.0,3.5324261771747807,0.017916999201915473,1.871988998666254,2504.8687378515015
2021-05-15,1332229.0,24884.0,33383698.0,3.5441048151104013,0.011678637935620628,1.8678470443144535,2505.8528226003186
